vote_id,party,total,yes,no,not_in,refrained,excused

68286,STAN,6,6,0,0,0,0

68287,ANO,78,0,63,5,2,8

68287,ODS,25,17,0,2,0,6

68287,Piráti,22,18,0,2,0,2

68287,SPD,22,13,0,6,0,3

68287,ČSSD,15,0,5,2,5,3

68287,KSČM,15,0,0,2,12,1

68287,KDU-ČSL,10,3,0,5,0,2

68287,TOP09,7,2,0,3,0,2

68287,STAN,6,5,0,1,0,0

68288,ANO,78,51,0,3,16,8

68288,ODS,25,16,0,2,1,6

68288,Piráti,22,0,15,2,3,2

68288,SPD,22,12,0,3,4,3

68288,ČSSD,15,7,0,0,5,3

68288,KSČM,15,8,0,1,5,1

68288,KDU-ČSL,10,7,0,0,0,3

68288,TOP09,7,0,0,3,2,2

68288,STAN,6,3,0,0,3,0

68289,ANO,78,53,0,1,16,8

68289,ODS,25,16,0,2,1,6

68289,Piráti,22,0,15,2,3,2

68289,SPD,22,12,0,3,4,3

68289,ČSSD,15,8,0,0,4,3

68289,KSČM,15,9,0,0,5,1

68289,KDU-ČSL,10,7,0,0,0,3

68289,TOP09,7,0,0,3,2,2

68289,STAN,6,3,0,0,3,0

68290,ANO,78,63,0,1,7,7

68290,ODS,25,18,0,1,0,6

68290,Piráti,22,0,19,0,1,2

68290,SPD,22,15,0,2,2,3

68290,ČSSD,15,7,1,0,4,3

68290,KSČM,15,11,0,0,3,1

68290,KDU-ČSL,10,7,0,0,0,3

68290,TOP09,7,0,0,3,2,2

68290,STAN,6,3,0,0,3,0

68291,ANO,78,67,0,2,1,8

68291,ODS,25,12,0,3,0,10

68291,Piráti,22,19,0,1,0,2

68291,SPD,22,19,0,1,0,2

68291,ČSSD,15,6,2,1,1,5

68291,KSČM,15,7,0,4,2,2

68291,KDU-ČSL,10,4,0,4,0,2

68291,TOP09,7,3,0,1,0,3

68291,STAN,6,6,0,0,0,0

68292,ANO,78,62,0,7,0,9

68292,ODS,25,8,0,6,0,11

68292,Piráti,22,18,0,0,0,4

68292,SPD,22,17,0,1,0,4

68292,ČSSD,15,6,0,3,0,6

68292,KSČM,15,3,0,8,1,3

68292,KDU-ČSL,10,6,0,1,0,3

68292,TOP09,7,2,0,2,0,3

68292,STAN,6,3,0,1,0,2

68293,ANO,78,57,0,8,0,13

68293,ODS,25,0,6,7,0,12

68293,Piráti,22,1,15,1,0,5

68293,SPD,22,17,0,1,0,4

68293,ČSSD,15,5,0,4,0,6

68293,KSČM,15,0,0,6,6,3

68293,KDU-ČSL,10,0,4,2,0,4

68293,TOP09,7,0,1,2,0,4

68293,STAN,6,0,2,2,0,2

68294,ANO,78,4,0,9,52,13

68294,ODS,25,2,0,6,5,12

68294,Piráti,22,0,1,2,14,5

68294,SPD,22,3,0,2,13,4

68294,ČSSD,15,1,0,4,4,6

68294,KSČM,15,0,3,6,3,3

68294,KDU-ČSL,10,0,0,3,3,4

68294,TOP09,7,0,0,3,0,4

68294,STAN,6,1,0,2,1,2

68295,ANO,78,50,0,13,2,13

68295,ODS,25,7,0,6,0,12

68295,Piráti,22,0,9,1,7,5

68295,SPD,22,15,0,2,1,4

68295,ČSSD,15,5,0,4,0,6

68295,KSČM,15,0,5,6,1,3

68295,KDU-ČSL,10,2,1,3,0,4

68295,TOP09,7,0,0,2,1,4

68295,STAN,6,2,0,2,0,2

68296,ANO,78,71,0,3,1,3

68296,ODS,25,19,0,3,1,2

68296,Piráti,22,17,0,3,2,0

68296,SPD,22,18,0,4,0,0

68296,ČSSD,15,12,0,2,0,1

68296,KSČM,15,8,0,4,3,0

68296,KDU-ČSL,10,9,0,0,0,1

68296,TOP09,7,5,0,1,1,0

68296,STAN,6,2,0,3,1,0

68297,ANO,78,70,0,0,5,3

68297,ODS,25,22,0,1,0,2

68297,Piráti,22,21,0,0,1,0

68297,SPD,22,19,0,0,3,0

68297,ČSSD,15,10,0,1,3,1

68297,KSČM,15,15,0,0,0,0

68297,KDU-ČSL,10,9,0,1,0,0

68297,TOP09,7,7,0,0,0,0

68297,STAN,6,4,0,0,2,0

68298,ANO,78,71,0,0,4,3

68298,ODS,25,22,0,1,0,2

68298,Piráti,22,21,0,0,1,0

68298,SPD,22,19,0,0,3,0

68298,ČSSD,15,11,0,1,2,1

68298,KSČM,15,2,7,0,6,0

68298,KDU-ČSL,10,9,0,1,0,0

68298,TOP09,7,6,0,0,1,0

68298,STAN,6,4,0,0,2,0

68299,ANO,78,73,0,0,2,3

68299,ODS,25,22,0,1,0,2

68299,Piráti,22,21,0,0,1,0

68299,SPD,22,0,0,0,22,0

68299,ČSSD,15,11,0,1,2,1

68299,KSČM,15,15,0,0,0,0

68299,KDU-ČSL,10,9,0,1,0,0

68299,TOP09,7,7,0,0,0,0

68299,STAN,6,4,0,0,2,0

68300,ANO,78,73,0,0,2,3

68300,ODS,25,21,0,1,1,2

68300,Piráti,22,22,0,0,0,0

68300,SPD,22,21,0,0,1,0

68300,ČSSD,15,12,0,1,1,1

68300,KSČM,15,14,0,0,1,0

68300,KDU-ČSL,10,9,0,1,0,0

68300,TOP09,7,7,0,0,0,0

68300,STAN,6,4,0,0,2,0

68301,ANO,78,72,0,0,3,3

68301,ODS,25,22,0,1,0,2

68301,Piráti,22,22,0,0,0,0

68301,SPD,22,20,0,0,2,0

68301,ČSSD,15,7,1,1,5,1

68301,KSČM,15,0,15,0,0,0

68301,KDU-ČSL,10,9,0,1,0,0

68301,TOP09,7,7,0,0,0,0

68301,STAN,6,4,0,0,2,0

68302,ANO,78,75,0,0,0,3

68302,ODS,25,22,0,1,0,2

68302,Piráti,22,22,0,0,0,0

68302,SPD,22,21,0,0,1,0

68302,ČSSD,15,12,0,1,1,1

68302,KSČM,15,15,0,0,0,0

68302,KDU-ČSL,10,9,0,1,0,0

68302,TOP09,7,7,0,0,0,0

68302,STAN,6,4,0,0,2,0

68303,ANO,78,74,0,0,1,3

68303,ODS,25,22,0,1,0,2

68303,Piráti,22,22,0,0,0,0

68303,SPD,22,20,0,0,2,0

68303,ČSSD,15,10,0,1,3,1

68303,KSČM,15,0,14,0,1,0

68303,KDU-ČSL,10,10,0,0,0,0

68303,TOP09,7,7,0,0,0,0

68303,STAN,6,4,0,0,2,0

68304,ANO,78,75,0,0,0,3

68304,ODS,25,21,0,1,1,2

68304,Piráti,22,22,0,0,0,0

68304,SPD,22,0,0,0,22,0

68304,ČSSD,15,13,0,1,0,1

68304,KSČM,15,1,10,0,4,0

68304,KDU-ČSL,10,10,0,0,0,0

68304,TOP09,7,7,0,0,0,0

68304,STAN,6,4,0,0,2,0

68305,ANO,78,75,0,0,0,3

68305,ODS,25,1,20,1,1,2

68305,Piráti,22,22,0,0,0,0

68305,SPD,22,0,0,0,22,0

68305,ČSSD,15,13,0,1,0,1

68305,KSČM,15,1,0,0,14,0

68305,KDU-ČSL,10,4,0,0,6,0

68305,TOP09,7,7,0,0,0,0

68305,STAN,6,2,0,0,4,0

68306,ANO,78,3,10,0,62,3

68306,ODS,25,2,19,2,0,2

68306,Piráti,22,1,0,0,21,0

68306,SPD,22,21,0,0,1,0

68306,ČSSD,15,1,0,1,12,1

68306,KSČM,15,15,0,0,0,0

68306,KDU-ČSL,10,0,4,0,6,0

68306,TOP09,7,0,7,0,0,0

68306,STAN,6,0,1,0,5,0

68307,ANO,78,19,0,0,56,3

68307,ODS,25,13,0,1,9,2

68307,Piráti,22,19,0,0,3,0

68307,SPD,22,21,0,0,1,0

68307,ČSSD,15,10,0,1,3,1

68307,KSČM,15,14,0,0,1,0

68307,KDU-ČSL,10,8,0,0,2,0

68307,TOP09,7,0,0,0,7,0

68307,STAN,6,1,0,0,5,0

68308,ANO,78,65,2,0,8,3

68308,ODS,25,17,0,1,5,2

68308,Piráti,22,22,0,0,0,0

68308,SPD,22,21,0,0,1,0

68308,ČSSD,15,13,0,1,0,1

68308,KSČM,15,15,0,0,0,0

68308,KDU-ČSL,10,8,0,0,2,0

68308,TOP09,7,0,0,0,7,0

68308,STAN,6,1,0,0,5,0

68309,ANO,78,0,25,0,50,3

68309,ODS,25,16,0,1,6,2

68309,Piráti,22,19,0,0,3,0

68309,SPD,22,21,0,0,1,0

68309,ČSSD,15,1,0,1,12,1

68309,KSČM,15,13,0,0,2,0

68309,KDU-ČSL,10,8,0,0,2,0

68309,TOP09,7,2,1,0,4,0

68309,STAN,6,1,0,0,5,0

68310,ANO,78,0,1,0,74,3

68310,ODS,25,21,0,1,1,2

68310,Piráti,22,22,0,0,0,0

68310,SPD,22,21,0,0,1,0

68310,ČSSD,15,0,0,1,13,1

68310,KSČM,15,0,1,1,13,0

68310,KDU-ČSL,10,10,0,0,0,0

68310,TOP09,7,7,0,0,0,0

68310,STAN,6,4,0,0,2,0

68311,ANO,78,1,56,0,18,3

68311,ODS,25,21,1,1,0,2

68311,Piráti,22,22,0,0,0,0

68311,SPD,22,0,0,0,22,0

68311,ČSSD,15,2,3,1,8,1

68311,KSČM,15,0,13,1,1,0

68311,KDU-ČSL,10,10,0,0,0,0

68311,TOP09,7,7,0,0,0,0

68311,STAN,6,4,0,0,2,0

68312,ANO,78,0,1,0,74,3

68312,ODS,25,22,0,1,0,2

68312,Piráti,22,21,0,0,1,0

68312,SPD,22,21,0,0,1,0

68312,ČSSD,15,2,1,1,10,1

68312,KSČM,15,9,0,1,5,0

68312,KDU-ČSL,10,10,0,0,0,0

68312,TOP09,7,7,0,0,0,0

68312,STAN,6,4,0,0,2,0

68313,ANO,78,0,6,3,66,3

68313,ODS,25,21,0,1,1,2

68313,Piráti,22,22,0,0,0,0

68313,SPD,22,20,0,1,1,0

68313,ČSSD,15,1,1,1,11,1

68313,KSČM,15,7,0,1,7,0

68313,KDU-ČSL,10,10,0,0,0,0

68313,TOP09,7,7,0,0,0,0

68313,STAN,6,4,0,2,0,0

68314,ANO,78,70,1,0,4,3

68314,ODS,25,21,0,1,1,2

68314,Piráti,22,22,0,0,0,0

68314,SPD,22,21,0,1,0,0

68314,ČSSD,15,13,0,1,0,1

68314,KSČM,15,10,0,1,4,0

68314,KDU-ČSL,10,10,0,0,0,0

68314,TOP09,7,7,0,0,0,0

68314,STAN,6,4,0,2,0,0

68315,ANO,78,0,10,3,62,3

68315,ODS,25,22,0,1,0,2

68315,Piráti,22,22,0,0,0,0

68315,SPD,22,20,0,1,1,0

68315,ČSSD,15,0,1,2,11,1

68315,KSČM,15,7,0,1,7,0

68315,KDU-ČSL,10,10,0,0,0,0

68315,TOP09,7,7,0,0,0,0

68315,STAN,6,4,0,2,0,0

68316,ANO,78,41,4,1,29,3

68316,ODS,25,22,0,1,0,2

68316,Piráti,22,18,2,0,2,0

68316,SPD,22,20,0,1,1,0

68316,ČSSD,15,7,2,1,4,1

68316,KSČM,15,12,0,1,2,0

68316,KDU-ČSL,10,9,0,0,1,0

68316,TOP09,7,7,0,0,0,0

68316,STAN,6,4,0,1,1,0

68317,ANO,78,0,2,0,73,3

68317,ODS,25,22,0,1,0,2

68317,Piráti,22,0,0,0,22,0

68317,SPD,22,21,0,1,0,0

68317,ČSSD,15,2,2,1,9,1

68317,KSČM,15,4,0,1,10,0

68317,KDU-ČSL,10,10,0,0,0,0

68317,TOP09,7,7,0,0,0,0

68317,STAN,6,5,0,1,0,0

68318,ANO,78,0,1,0,74,3

68318,ODS,25,22,0,1,0,2

68318,Piráti,22,2,0,1,19,0

68318,SPD,22,21,0,1,0,0

68318,ČSSD,15,1,0,1,12,1

68318,KSČM,15,11,0,1,3,0

68318,KDU-ČSL,10,10,0,0,0,0

68318,TOP09,7,7,0,0,0,0

68318,STAN,6,5,0,1,0,0

68319,ANO,78,0,1,0,74,3

68319,ODS,25,0,22,1,0,2

68319,Piráti,22,0,2,0,20,0

68319,SPD,22,20,0,1,1,0

68319,ČSSD,15,1,0,1,12,1

68319,KSČM,15,14,0,1,0,0

68319,KDU-ČSL,10,0,10,0,0,0

68319,TOP09,7,0,7,0,0,0

68319,STAN,6,0,5,1,0,0

68320,ANO,78,1,13,1,60,3

68320,ODS,25,22,0,1,0,2

68320,Piráti,22,6,3,0,13,0

68320,SPD,22,21,0,1,0,0

68320,ČSSD,15,5,0,1,8,1

68320,KSČM,15,3,1,1,10,0

68320,KDU-ČSL,10,6,0,0,4,0

68320,TOP09,7,5,0,0,2,0

68320,STAN,6,0,0,1,5,0

68321,ANO,78,70,0,0,5,3

68321,ODS,25,22,0,1,0,2

68321,Piráti,22,19,0,0,3,0

68321,SPD,22,21,0,1,0,0

68321,ČSSD,15,10,0,1,3,1

68321,KSČM,15,13,0,1,1,0

68321,KDU-ČSL,10,10,0,0,0,0

68321,TOP09,7,7,0,0,0,0

68321,STAN,6,5,0,1,0,0

68322,ANO,78,0,2,0,73,3

68322,ODS,25,22,0,1,0,2

68322,Piráti,22,22,0,0,0,0

68322,SPD,22,21,0,1,0,0

68322,ČSSD,15,0,1,1,12,1

68322,KSČM,15,4,0,1,10,0

68322,KDU-ČSL,10,10,0,0,0,0

68322,TOP09,7,7,0,0,0,0

68322,STAN,6,5,0,1,0,0

68323,ANO,78,8,0,0,67,3

68323,ODS,25,1,14,1,7,2

68323,Piráti,22,20,0,1,1,0

68323,SPD,22,21,0,1,0,0

68323,ČSSD,15,3,0,1,10,1

68323,KSČM,15,7,1,1,6,0

68323,KDU-ČSL,10,9,0,0,1,0

68323,TOP09,7,6,0,0,1,0

68323,STAN,6,5,0,1,0,0

68324,ANO,78,71,0,0,4,3

68324,ODS,25,22,0,1,0,2

68324,Piráti,22,22,0,0,0,0

68324,SPD,22,0,0,1,21,0

68324,ČSSD,15,12,0,1,1,1

68324,KSČM,15,0,0,1,14,0

68324,KDU-ČSL,10,10,0,0,0,0

68324,TOP09,7,7,0,0,0,0

68324,STAN,6,5,0,1,0,0

68325,ANO,78,1,3,0,71,3

68325,ODS,25,22,0,1,0,2

68325,Piráti,22,22,0,0,0,0

68325,SPD,22,21,0,1,0,0

68325,ČSSD,15,2,0,1,11,1

68325,KSČM,15,13,0,1,1,0

68325,KDU-ČSL,10,5,0,0,5,0

68325,TOP09,7,7,0,0,0,0

68325,STAN,6,5,0,1,0,0

68326,ANO,78,0,2,0,73,3

68326,ODS,25,22,0,1,0,2

68326,Piráti,22,22,0,0,0,0

68326,SPD,22,21,0,1,0,0

68326,ČSSD,15,1,2,1,10,1

68326,KSČM,15,13,0,1,1,0

68326,KDU-ČSL,10,8,0,0,2,0

68326,TOP09,7,7,0,0,0,0

68326,STAN,6,5,0,1,0,0

68327,ANO,78,0,8,0,67,3

68327,ODS,25,21,0,1,1,2

68327,Piráti,22,20,0,0,2,0

68327,SPD,22,21,0,1,0,0

68327,ČSSD,15,8,0,1,5,1

68327,KSČM,15,12,0,1,2,0

68327,KDU-ČSL,10,10,0,0,0,0

68327,TOP09,7,7,0,0,0,0

68327,STAN,6,5,0,1,0,0

68328,ANO,78,0,24,0,51,3

68328,ODS,25,20,0,1,2,2

68328,Piráti,22,20,0,0,2,0

68328,SPD,22,20,0,1,1,0

68328,ČSSD,15,1,2,1,10,1

68328,KSČM,15,13,0,1,1,0

68328,KDU-ČSL,10,10,0,0,0,0

68328,TOP09,7,6,0,0,1,0

68328,STAN,6,5,0,1,0,0

68329,ANO,78,74,0,0,1,3

68329,ODS,25,17,1,1,4,2

68329,Piráti,22,22,0,0,0,0

68329,SPD,22,22,0,0,0,0

68329,ČSSD,15,13,0,1,0,1

68329,KSČM,15,2,0,1,12,0

68329,KDU-ČSL,10,10,0,0,0,0

68329,TOP09,7,7,0,0,0,0

68329,STAN,6,5,0,1,0,0

68330,ANO,78,67,0,8,0,3

68330,ODS,25,14,1,8,0,2

68330,Piráti,22,20,0,1,1,0

68330,SPD,22,15,0,7,0,0

68330,ČSSD,15,7,0,5,1,2

68330,KSČM,15,11,0,4,0,0

68330,KDU-ČSL,10,8,0,2,0,0

68330,TOP09,7,4,0,3,0,0

68330,STAN,6,4,0,2,0,0

68331,ANO,78,69,0,5,1,3

68331,ODS,25,16,0,6,1,2

68331,Piráti,22,21,0,1,0,0

68331,SPD,22,15,0,6,1,0

68331,ČSSD,15,9,0,4,0,2

68331,KSČM,15,11,0,4,0,0

68331,KDU-ČSL,10,9,0,1,0,0

68331,TOP09,7,4,0,3,0,0

68331,STAN,6,4,0,2,0,0

68332,ANO,78,58,0,13,4,3

68332,ODS,25,14,0,9,0,2

68332,Piráti,22,14,0,7,1,0

68332,SPD,22,16,0,6,0,0

68332,ČSSD,15,4,0,8,1,2

68332,KSČM,15,10,0,5,0,0

68332,KDU-ČSL,10,6,0,4,0,0

68332,TOP09,7,3,0,4,0,0

68332,STAN,6,0,0,5,1,0

68333,ANO,78,67,0,8,0,3

68333,ODS,25,9,3,6,5,2

68333,Piráti,22,0,0,6,16,0

68333,SPD,22,18,0,4,0,0

68333,ČSSD,15,9,0,4,0,2

68333,KSČM,15,10,0,5,0,0

68333,KDU-ČSL,10,7,0,3,0,0

68333,TOP09,7,3,0,4,0,0

68333,STAN,6,4,0,2,0,0

68334,ANO,78,0,70,3,1,4

68334,ODS,25,16,0,7,0,2

68334,Piráti,22,0,1,3,18,0

68334,SPD,22,1,0,3,18,0

68334,ČSSD,15,0,9,4,0,2

68334,KSČM,15,0,12,2,1,0

68334,KDU-ČSL,10,9,0,0,0,1

68334,TOP09,7,4,0,3,0,0

68334,STAN,6,5,0,1,0,0

68335,ANO,78,70,0,3,1,4

68335,ODS,25,16,0,7,0,2

68335,Piráti,22,19,0,3,0,0

68335,SPD,22,21,0,1,0,0

68335,ČSSD,15,9,0,4,0,2

68335,KSČM,15,13,0,2,0,0

68335,KDU-ČSL,10,9,0,0,0,1

68335,TOP09,7,4,0,3,0,0

68335,STAN,6,5,0,1,0,0

68336,ANO,78,1,56,3,14,4

68336,ODS,25,16,0,7,0,2

68336,Piráti,22,19,0,3,0,0

68336,SPD,22,21,0,1,0,0

68336,ČSSD,15,1,2,4,6,2

68336,KSČM,15,0,0,2,13,0

68336,KDU-ČSL,10,9,0,0,0,1

68336,TOP09,7,4,0,3,0,0

68336,STAN,6,5,0,1,0,0

68337,ANO,78,69,0,3,2,4

68337,ODS,25,0,16,7,0,2

68337,Piráti,22,0,1,3,18,0

68337,SPD,22,0,0,1,21,0

68337,ČSSD,15,7,0,4,2,2

68337,KSČM,15,13,0,2,0,0

68337,KDU-ČSL,10,0,9,0,0,1

68337,TOP09,7,0,4,3,0,0

68337,STAN,6,0,5,1,0,0

68338,ANO,78,71,0,3,0,4

68338,ODS,25,16,0,7,0,2

68338,Piráti,22,18,0,3,1,0

68338,SPD,22,0,0,0,22,0

68338,ČSSD,15,8,0,4,1,2

68338,KSČM,15,4,0,4,7,0

68338,KDU-ČSL,10,6,0,2,1,1

68338,TOP09,7,5,0,2,0,0

68338,STAN,6,5,0,1,0,0

68339,ANO,78,64,0,8,2,4

68339,ODS,25,15,0,8,0,2

68339,Piráti,22,18,1,2,1,0

68339,SPD,22,21,0,1,0,0

68339,ČSSD,15,10,0,3,0,2

68339,KSČM,15,13,0,2,0,0

68339,KDU-ČSL,10,8,0,0,1,1

68339,TOP09,7,3,0,4,0,0

68339,STAN,6,3,0,2,0,1

68340,ANO,78,3,11,20,38,6

68340,ODS,25,9,0,14,0,2

68340,Piráti,22,18,0,4,0,0

68340,SPD,22,16,0,6,0,0

68340,ČSSD,15,6,0,7,0,2

68340,KSČM,15,11,0,4,0,0

68340,KDU-ČSL,10,9,0,0,0,1

68340,TOP09,7,3,0,3,0,1

68340,STAN,6,3,0,3,0,0

68341,ANO,78,0,50,3,24,1

68341,ODS,25,17,0,5,0,3

68341,Piráti,22,18,0,3,0,1

68341,SPD,22,13,0,9,0,0

68341,ČSSD,15,0,0,5,6,4

68341,KSČM,15,2,0,7,5,1

68341,KDU-ČSL,10,7,0,3,0,0

68341,TOP09,7,2,0,5,0,0

68341,STAN,6,5,0,1,0,0

68342,ANO,78,0,62,8,6,2

68342,ODS,25,16,0,6,0,3

68342,Piráti,22,16,0,6,0,0

68342,SPD,22,13,0,8,0,1

68342,ČSSD,15,1,6,2,2,4

68342,KSČM,15,1,1,4,8,1

68342,KDU-ČSL,10,7,0,3,0,0

68342,TOP09,7,5,0,2,0,0

68342,STAN,6,3,0,3,0,0

68343,ANO,78,70,0,1,5,2

68343,ODS,25,18,0,2,2,3

68343,Piráti,22,19,0,0,3,0

68343,SPD,22,18,0,1,2,1

68343,ČSSD,15,6,0,2,5,2

68343,KSČM,15,14,0,0,0,1

68343,KDU-ČSL,10,7,0,0,3,0

68343,TOP09,7,0,0,2,5,0

68343,STAN,6,4,0,1,1,0

68344,ANO,78,69,0,1,6,2

68344,ODS,25,18,0,2,2,3

68344,Piráti,22,20,0,0,2,0

68344,SPD,22,20,0,1,1,0

68344,ČSSD,15,6,0,2,5,2

68344,KSČM,15,14,0,0,0,1

68344,KDU-ČSL,10,7,0,0,3,0

68344,TOP09,7,2,0,1,4,0

68344,STAN,6,4,0,1,1,0

68345,ANO,78,72,0,3,0,3

68345,ODS,25,0,19,2,1,3

68345,Piráti,22,19,2,0,1,0

68345,SPD,22,0,0,0,21,1

68345,ČSSD,15,12,0,0,1,2

68345,KSČM,15,9,0,1,5,0

68345,KDU-ČSL,10,5,1,0,4,0

68345,TOP09,7,4,1,0,1,1

68345,STAN,6,1,0,0,3,2

68346,ANO,78,73,0,2,0,3

68346,ODS,25,20,0,2,0,3

68346,Piráti,22,22,0,0,0,0

68346,SPD,22,20,0,1,0,1

68346,ČSSD,15,13,0,0,0,2

68346,KSČM,15,15,0,0,0,0

68346,KDU-ČSL,10,10,0,0,0,0

68346,TOP09,7,6,0,0,0,1

68346,STAN,6,4,0,0,0,2

68347,ANO,78,0,72,2,1,3

68347,ODS,25,20,0,2,0,3

68347,Piráti,22,12,0,0,10,0

68347,SPD,22,0,0,1,20,1

68347,ČSSD,15,0,12,0,1,2

68347,KSČM,15,0,15,0,0,0

68347,KDU-ČSL,10,10,0,0,0,0

68347,TOP09,7,6,0,0,0,1

68347,STAN,6,4,0,0,0,2

68348,ANO,78,0,73,2,0,3

68348,ODS,25,20,0,2,0,3

68348,Piráti,22,22,0,0,0,0

68348,SPD,22,21,0,0,0,1

68348,ČSSD,15,1,12,0,0,2

68348,KSČM,15,0,14,0,1,0

68348,KDU-ČSL,10,10,0,0,0,0

68348,TOP09,7,6,0,0,0,1

68348,STAN,6,4,0,0,0,2

68349,ANO,78,0,73,2,0,3

68349,ODS,25,20,0,2,0,3

68349,Piráti,22,22,0,0,0,0

68349,SPD,22,20,0,0,1,1

68349,ČSSD,15,0,13,0,0,2

68349,KSČM,15,0,13,0,2,0

68349,KDU-ČSL,10,10,0,0,0,0

68349,TOP09,7,6,0,0,0,1

68349,STAN,6,4,0,0,0,2

68350,ANO,78,73,0,2,0,3

68350,ODS,25,0,20,2,0,3

68350,Piráti,22,0,22,0,0,0

68350,SPD,22,0,21,0,0,1

68350,ČSSD,15,13,0,0,0,2

68350,KSČM,15,15,0,0,0,0

68350,KDU-ČSL,10,0,10,0,0,0

68350,TOP09,7,0,6,0,0,1

68350,STAN,6,0,4,0,0,2

68351,ANO,78,0,1,33,37,7

68351,ODS,25,0,0,15,6,4

68351,Piráti,22,2,0,7,13,0

68351,SPD,22,0,0,8,11,3

68351,ČSSD,15,0,0,6,5,4

68351,KSČM,15,0,1,7,6,1

68351,KDU-ČSL,10,0,0,3,5,2

68351,TOP09,7,0,0,1,5,1

68351,STAN,6,1,0,3,1,1

68352,ANO,78,1,8,9,54,6

68352,ODS,25,7,1,13,0,4

68352,Piráti,22,17,0,5,0,0

68352,SPD,22,0,0,5,14,3

68352,ČSSD,15,1,2,6,2,4

68352,KSČM,15,0,7,7,0,1

68352,KDU-ČSL,10,6,0,3,0,1

68352,TOP09,7,5,0,1,0,1

68352,STAN,6,2,0,3,0,1

68353,ANO,78,11,0,9,52,6

68353,ODS,25,1,0,13,7,4

68353,Piráti,22,0,2,5,15,0

68353,SPD,22,2,0,5,12,3

68353,ČSSD,15,0,0,6,5,4

68353,KSČM,15,1,0,7,6,1

68353,KDU-ČSL,10,0,0,3,6,1

68353,TOP09,7,0,0,1,5,1

68353,STAN,6,0,0,3,2,1

68354,ANO,78,63,0,9,0,6

68354,ODS,25,1,4,13,3,4

68354,Piráti,22,0,4,5,13,0

68354,SPD,22,14,0,5,0,3

68354,ČSSD,15,3,0,5,3,4

68354,KSČM,15,7,0,7,0,1

68354,KDU-ČSL,10,0,0,3,6,1

68354,TOP09,7,0,2,1,3,1

68354,STAN,6,0,0,3,2,1

68355,ANO,78,2,30,16,10,20

68355,ODS,25,3,0,16,0,6

68355,Piráti,22,13,0,3,3,3

68355,SPD,22,8,0,4,5,5

68355,ČSSD,15,1,0,6,2,6

68355,KSČM,15,6,0,5,0,4

68355,KDU-ČSL,10,2,0,2,3,3

68355,TOP09,7,1,0,2,0,4

68355,STAN,6,1,0,4,1,0

68356,ANO,78,0,29,23,5,21

68356,ODS,25,3,0,16,0,6

68356,Piráti,22,15,0,4,0,3

68356,SPD,22,6,0,10,0,6

68356,ČSSD,15,2,0,6,1,6

68356,KSČM,15,5,0,6,0,4

68356,KDU-ČSL,10,3,0,4,0,3

68356,TOP09,7,1,0,1,0,5

68356,STAN,6,1,0,5,0,0

68357,ANO,78,59,0,2,3,14

68357,ODS,25,10,0,4,4,7

68357,Piráti,22,19,0,0,1,2

68357,SPD,22,15,0,0,0,7

68357,ČSSD,15,5,0,3,2,5

68357,KSČM,15,9,0,1,1,4

68357,KDU-ČSL,10,8,0,0,1,1

68357,TOP09,7,2,0,1,0,4

68357,STAN,6,2,0,3,1,0

68358,ANO,78,56,0,3,5,14

68358,ODS,25,0,0,3,15,7

68358,Piráti,22,0,0,0,20,2

68358,SPD,22,13,0,1,1,7

68358,ČSSD,15,4,0,4,2,5

68358,KSČM,15,8,0,2,1,4

68358,KDU-ČSL,10,9,0,0,0,1

68358,TOP09,7,2,0,1,0,4

68358,STAN,6,4,0,2,0,0

68359,ANO,78,51,0,12,0,15

68359,ODS,25,0,0,7,11,7

68359,Piráti,22,0,0,1,18,3

68359,SPD,22,13,0,1,0,8

68359,ČSSD,15,4,0,5,0,6

68359,KSČM,15,7,0,4,0,4

68359,KDU-ČSL,10,9,0,0,0,1

68359,TOP09,7,2,0,1,0,4

68359,STAN,6,3,0,3,0,0

68360,ANO,78,61,0,5,3,9

68360,ODS,25,19,0,3,1,2

68360,Piráti,22,0,1,3,16,2

68360,SPD,22,0,0,4,18,0

